fold,subject,seed,model,stratum,true_label,predicted_label,count
loso_s7,7,20260926,EEGNet,flagged,4,2,3
loso_s7,7,20260926,EEGNet,flagged,4,3,0
loso_s7,7,20260926,EEGNet,flagged,4,4,1
loso_s8,8,20260924,EEGNet,all,1,1,65
loso_s8,8,20260924,EEGNet,all,1,2,78
loso_s8,8,20260924,EEGNet,all,1,3,0
loso_s8,8,20260924,EEGNet,all,1,4,1
loso_s8,8,20260924,EEGNet,all,2,1,61
loso_s8,8,20260924,EEGNet,all,2,2,82
loso_s8,8,20260924,EEGNet,all,2,3,0
loso_s8,8,20260924,EEGNet,all,2,4,1
loso_s8,8,20260924,EEGNet,all,3,1,57
loso_s8,8,20260924,EEGNet,all,3,2,85
loso_s8,8,20260924,EEGNet,all,3,3,2
loso_s8,8,20260924,EEGNet,all,3,4,0
loso_s8,8,20260924,EEGNet,all,4,1,44
loso_s8,8,20260924,EEGNet,all,4,2,80
loso_s8,8,20260924,EEGNet,all,4,3,6
loso_s8,8,20260924,EEGNet,all,4,4,14
loso_s8,8,20260924,EEGNet,unflagged,1,1,61
loso_s8,8,20260924,EEGNet,unflagged,1,2,70
loso_s8,8,20260924,EEGNet,unflagged,1,3,0
loso_s8,8,20260924,EEGNet,unflagged,1,4,1
loso_s8,8,20260924,EEGNet,unflagged,2,1,57
loso_s8,8,20260924,EEGNet,unflagged,2,2,77
loso_s8,8,20260924,EEGNet,unflagged,2,3,0
loso_s8,8,20260924,EEGNet,unflagged,2,4,0
loso_s8,8,20260924,EEGNet,unflagged,3,1,53
loso_s8,8,20260924,EEGNet,unflagged,3,2,78
loso_s8,8,20260924,EEGNet,unflagged,3,3,2
loso_s8,8,20260924,EEGNet,unflagged,3,4,0
loso_s8,8,20260924,EEGNet,unflagged,4,1,42
loso_s8,8,20260924,EEGNet,unflagged,4,2,77
loso_s8,8,20260924,EEGNet,unflagged,4,3,4
loso_s8,8,20260924,EEGNet,unflagged,4,4,13
loso_s8,8,20260924,EEGNet,flagged,1,1,4
loso_s8,8,20260924,EEGNet,flagged,1,2,8
loso_s8,8,20260924,EEGNet,flagged,1,3,0
loso_s8,8,20260924,EEGNet,flagged,1,4,0
loso_s8,8,20260924,EEGNet,flagged,2,1,4
loso_s8,8,20260924,EEGNet,flagged,2,2,5
loso_s8,8,20260924,EEGNet,flagged,2,3,0
loso_s8,8,20260924,EEGNet,flagged,2,4,1
loso_s8,8,20260924,EEGNet,flagged,3,1,4
loso_s8,8,20260924,EEGNet,flagged,3,2,7
loso_s8,8,20260924,EEGNet,flagged,3,3,0
loso_s8,8,20260924,EEGNet,flagged,3,4,0
loso_s8,8,20260924,EEGNet,flagged,4,1,2
loso_s8,8,20260924,EEGNet,flagged,4,2,3
loso_s8,8,20260924,EEGNet,flagged,4,3,2
loso_s8,8,20260924,EEGNet,flagged,4,4,1
loso_s8,8,20260925,EEGNet,all,1,1,125
loso_s8,8,20260925,EEGNet,all,1,2,7
loso_s8,8,20260925,EEGNet,all,1,3,12
loso_s8,8,20260925,EEGNet,all,1,4,0
loso_s8,8,20260925,EEGNet,all,2,1,111
loso_s8,8,20260925,EEGNet,all,2,2,13
loso_s8,8,20260925,EEGNet,all,2,3,19
loso_s8,8,20260925,EEGNet,all,2,4,1
loso_s8,8,20260925,EEGNet,all,3,1,118
loso_s8,8,20260925,EEGNet,all,3,2,9
loso_s8,8,20260925,EEGNet,all,3,3,14
loso_s8,8,20260925,EEGNet,all,3,4,3
loso_s8,8,20260925,EEGNet,all,4,1,77
loso_s8,8,20260925,EEGNet,all,4,2,17
loso_s8,8,20260925,EEGNet,all,4,3,37
loso_s8,8,20260925,EEGNet,all,4,4,13
loso_s8,8,20260925,EEGNet,unflagged,1,1,114
loso_s8,8,20260925,EEGNet,unflagged,1,2,6
loso_s8,8,20260925,EEGNet,unflagged,1,3,12
loso_s8,8,20260925,EEGNet,unflagged,1,4,0
loso_s8,8,20260925,EEGNet,unflagged,2,1,104
loso_s8,8,20260925,EEGNet,unflagged,2,2,11
loso_s8,8,20260925,EEGNet,unflagged,2,3,18
loso_s8,8,20260925,EEGNet,unflagged,2,4,1
loso_s8,8,20260925,EEGNet,unflagged,3,1,108
loso_s8,8,20260925,EEGNet,unflagged,3,2,9
loso_s8,8,20260925,EEGNet,unflagged,3,3,13
loso_s8,8,20260925,EEGNet,unflagged,3,4,3
loso_s8,8,20260925,EEGNet,unflagged,4,1,75
loso_s8,8,20260925,EEGNet,unflagged,4,2,13
loso_s8,8,20260925,EEGNet,unflagged,4,3,36
loso_s8,8,20260925,EEGNet,unflagged,4,4,12
loso_s8,8,20260925,EEGNet,flagged,1,1,11
loso_s8,8,20260925,EEGNet,flagged,1,2,1
loso_s8,8,20260925,EEGNet,flagged,1,3,0
loso_s8,8,20260925,EEGNet,flagged,1,4,0
loso_s8,8,20260925,EEGNet,flagged,2,1,7
loso_s8,8,20260925,EEGNet,flagged,2,2,2
loso_s8,8,20260925,EEGNet,flagged,2,3,1
loso_s8,8,20260925,EEGNet,flagged,2,4,0
loso_s8,8,20260925,EEGNet,flagged,3,1,10
loso_s8,8,20260925,EEGNet,flagged,3,2,0
loso_s8,8,20260925,EEGNet,flagged,3,3,1
loso_s8,8,20260925,EEGNet,flagged,3,4,0
loso_s8,8,20260925,EEGNet,flagged,4,1,2
loso_s8,8,20260925,EEGNet,flagged,4,2,4
loso_s8,8,20260925,EEGNet,flagged,4,3,1
loso_s8,8,20260925,EEGNet,flagged,4,4,1
loso_s8,8,20260926,EEGNet,all,1,1,77
loso_s8,8,20260926,EEGNet,all,1,2,60
loso_s8,8,20260926,EEGNet,all,1,3,5
loso_s8,8,20260926,EEGNet,all,1,4,2
loso_s8,8,20260926,EEGNet,all,2,1,65
loso_s8,8,20260926,EEGNet,all,2,2,74
loso_s8,8,20260926,EEGNet,all,2,3,3
loso_s8,8,20260926,EEGNet,all,2,4,2
loso_s8,8,20260926,EEGNet,all,3,1,60
loso_s8,8,20260926,EEGNet,all,3,2,66
loso_s8,8,20260926,EEGNet,all,3,3,12
loso_s8,8,20260926,EEGNet,all,3,4,6
loso_s8,8,20260926,EEGNet,all,4,1,31
loso_s8,8,20260926,EEGNet,all,4,2,77
loso_s8,8,20260926,EEGNet,all,4,3,14
loso_s8,8,20260926,EEGNet,all,4,4,22
loso_s8,8,20260926,EEGNet,unflagged,1,1,68
loso_s8,8,20260926,EEGNet,unflagged,1,2,58
loso_s8,8,20260926,EEGNet,unflagged,1,3,4
loso_s8,8,20260926,EEGNet,unflagged,1,4,2
loso_s8,8,20260926,EEGNet,unflagged,2,1,60
loso_s8,8,20260926,EEGNet,unflagged,2,2,69
loso_s8,8,20260926,EEGNet,unflagged,2,3,3
loso_s8,8,20260926,EEGNet,unflagged,2,4,2
loso_s8,8,20260926,EEGNet,unflagged,3,1,56
loso_s8,8,20260926,EEGNet,unflagged,3,2,60
loso_s8,8,20260926,EEGNet,unflagged,3,3,11
loso_s8,8,20260926,EEGNet,unflagged,3,4,6
loso_s8,8,20260926,EEGNet,unflagged,4,1,30
loso_s8,8,20260926,EEGNet,unflagged,4,2,71
loso_s8,8,20260926,EEGNet,unflagged,4,3,14
loso_s8,8,20260926,EEGNet,unflagged,4,4,21
loso_s8,8,20260926,EEGNet,flagged,1,1,9
loso_s8,8,20260926,EEGNet,flagged,1,2,2
loso_s8,8,20260926,EEGNet,flagged,1,3,1
loso_s8,8,20260926,EEGNet,flagged,1,4,0
loso_s8,8,20260926,EEGNet,flagged,2,1,5
loso_s8,8,20260926,EEGNet,flagged,2,2,5
loso_s8,8,20260926,EEGNet,flagged,2,3,0
loso_s8,8,20260926,EEGNet,flagged,2,4,0
loso_s8,8,20260926,EEGNet,flagged,3,1,4
loso_s8,8,20260926,EEGNet,flagged,3,2,6
loso_s8,8,20260926,EEGNet,flagged,3,3,1
loso_s8,8,20260926,EEGNet,flagged,3,4,0
loso_s8,8,20260926,EEGNet,flagged,4,1,1
loso_s8,8,20260926,EEGNet,flagged,4,2,6
loso_s8,8,20260926,EEGNet,flagged,4,3,0
loso_s8,8,20260926,EEGNet,flagged,4,4,1
loso_s9,9,20260924,EEGNet,all,1,1,56
loso_s9,9,20260924,EEGNet,all,1,2,46
loso_s9,9,20260924,EEGNet,all,1,3,7
loso_s9,9,20260924,EEGNet,all,1,4,35
loso_s9,9,20260924,EEGNet,all,2,1,1
loso_s9,9,20260924,EEGNet,all,2,2,65
loso_s9,9,20260924,EEGNet,all,2,3,12
loso_s9,9,20260924,EEGNet,all,2,4,66
loso_s9,9,20260924,EEGNet,all,3,1,6
loso_s9,9,20260924,EEGNet,all,3,2,20
loso_s9,9,20260924,EEGNet,all,3,3,17
loso_s9,9,20260924,EEGNet,all,3,4,101
loso_s9,9,20260924,EEGNet,all,4,1,1
loso_s9,9,20260924,EEGNet,all,4,2,4
loso_s9,9,20260924,EEGNet,all,4,3,1
loso_s9,9,20260924,EEGNet,all,4,4,138
loso_s9,9,20260924,EEGNet,unflagged,1,1,49
loso_s9,9,20260924,EEGNet,unflagged,1,2,35
loso_s9,9,20260924,EEGNet,unflagged,1,3,6
loso_s9,9,20260924,EEGNet,unflagged,1,4,28
loso_s9,9,20260924,EEGNet,unflagged,2,1,1
loso_s9,9,20260924,EEGNet,unflagged,2,2,58
loso_s9,9,20260924,EEGNet,unflagged,2,3,10
loso_s9,9,20260924,EEGNet,unflagged,2,4,59
loso_s9,9,20260924,EEGNet,unflagged,3,1,6
loso_s9,9,20260924,EEGNet,unflagged,3,2,18
loso_s9,9,20260924,EEGNet,unflagged,3,3,15
loso_s9,9,20260924,EEGNet,unflagged,3,4,91
loso_s9,9,20260924,EEGNet,unflagged,4,1,1
loso_s9,9,20260924,EEGNet,unflagged,4,2,3
loso_s9,9,20260924,EEGNet,unflagged,4,3,1
loso_s9,9,20260924,EEGNet,unflagged,4,4,120
loso_s9,9,20260924,EEGNet,flagged,1,1,7
loso_s9,9,20260924,EEGNet,flagged,1,2,11
loso_s9,9,20260924,EEGNet,flagged,1,3,1
loso_s9,9,20260924,EEGNet,flagged,1,4,7
loso_s9,9,20260924,EEGNet,flagged,2,1,0
loso_s9,9,20260924,EEGNet,flagged,2,2,7
loso_s9,9,20260924,EEGNet,flagged,2,3,2
loso_s9,9,20260924,EEGNet,flagged,2,4,7
loso_s9,9,20260924,EEGNet,flagged,3,1,0
loso_s9,9,20260924,EEGNet,flagged,3,2,2
loso_s9,9,20260924,EEGNet,flagged,3,3,2
loso_s9,9,20260924,EEGNet,flagged,3,4,10
loso_s9,9,20260924,EEGNet,flagged,4,1,0
loso_s9,9,20260924,EEGNet,flagged,4,2,1
loso_s9,9,20260924,EEGNet,flagged,4,3,0
loso_s9,9,20260924,EEGNet,flagged,4,4,18
loso_s9,9,20260925,EEGNet,all,1,1,62
loso_s9,9,20260925,EEGNet,all,1,2,62
loso_s9,9,20260925,EEGNet,all,1,3,10
loso_s9,9,20260925,EEGNet,all,1,4,10
loso_s9,9,20260925,EEGNet,all,2,1,6
loso_s9,9,20260925,EEGNet,all,2,2,67
loso_s9,9,20260925,EEGNet,all,2,3,34
loso_s9,9,20260925,EEGNet,all,2,4,37
loso_s9,9,20260925,EEGNet,all,3,1,11
loso_s9,9,20260925,EEGNet,all,3,2,22
loso_s9,9,20260925,EEGNet,all,3,3,44
loso_s9,9,20260925,EEGNet,all,3,4,67
loso_s9,9,20260925,EEGNet,all,4,1,2
loso_s9,9,20260925,EEGNet,all,4,2,4
loso_s9,9,20260925,EEGNet,all,4,3,20
loso_s9,9,20260925,EEGNet,all,4,4,118
loso_s9,9,20260925,EEGNet,unflagged,1,1,53
loso_s9,9,20260925,EEGNet,unflagged,1,2,50
loso_s9,9,20260925,EEGNet,unflagged,1,3,6
loso_s9,9,20260925,EEGNet,unflagged,1,4,9
loso_s9,9,20260925,EEGNet,unflagged,2,1,5
loso_s9,9,20260925,EEGNet,unflagged,2,2,59
loso_s9,9,20260925,EEGNet,unflagged,2,3,30
loso_s9,9,20260925,EEGNet,unflagged,2,4,34
loso_s9,9,20260925,EEGNet,unflagged,3,1,11
loso_s9,9,20260925,EEGNet,unflagged,3,2,20
loso_s9,9,20260925,EEGNet,unflagged,3,3,40
loso_s9,9,20260925,EEGNet,unflagged,3,4,59
loso_s9,9,20260925,EEGNet,unflagged,4,1,2
loso_s9,9,20260925,EEGNet,unflagged,4,2,2
loso_s9,9,20260925,EEGNet,unflagged,4,3,20
loso_s9,9,20260925,EEGNet,unflagged,4,4,101
loso_s9,9,20260925,EEGNet,flagged,1,1,9
loso_s9,9,20260925,EEGNet,flagged,1,2,12
loso_s9,9,20260925,EEGNet,flagged,1,3,4
loso_s9,9,20260925,EEGNet,flagged,1,4,1
loso_s9,9,20260925,EEGNet,flagged,2,1,1
loso_s9,9,20260925,EEGNet,flagged,2,2,8
loso_s9,9,20260925,EEGNet,flagged,2,3,4
loso_s9,9,20260925,EEGNet,flagged,2,4,3
loso_s9,9,20260925,EEGNet,flagged,3,1,0
loso_s9,9,20260925,EEGNet,flagged,3,2,2
loso_s9,9,20260925,EEGNet,flagged,3,3,4
loso_s9,9,20260925,EEGNet,flagged,3,4,8
loso_s9,9,20260925,EEGNet,flagged,4,1,0
loso_s9,9,20260925,EEGNet,flagged,4,2,2
loso_s9,9,20260925,EEGNet,flagged,4,3,0
loso_s9,9,20260925,EEGNet,flagged,4,4,17
loso_s9,9,20260926,EEGNet,all,1,1,67
loso_s9,9,20260926,EEGNet,all,1,2,40
loso_s9,9,20260926,EEGNet,all,1,3,14
loso_s9,9,20260926,EEGNet,all,1,4,23
loso_s9,9,20260926,EEGNet,all,2,1,2
loso_s9,9,20260926,EEGNet,all,2,2,46
loso_s9,9,20260926,EEGNet,all,2,3,21
loso_s9,9,20260926,EEGNet,all,2,4,75
loso_s9,9,20260926,EEGNet,all,3,1,1
loso_s9,9,20260926,EEGNet,all,3,2,15
loso_s9,9,20260926,EEGNet,all,3,3,15
loso_s9,9,20260926,EEGNet,all,3,4,113
loso_s9,9,20260926,EEGNet,all,4,1,0
loso_s9,9,20260926,EEGNet,all,4,2,0
loso_s9,9,20260926,EEGNet,all,4,3,4
loso_s9,9,20260926,EEGNet,all,4,4,140
loso_s9,9,20260926,EEGNet,unflagged,1,1,61
loso_s9,9,20260926,EEGNet,unflagged,1,2,30
loso_s9,9,20260926,EEGNet,unflagged,1,3,10
loso_s9,9,20260926,EEGNet,unflagged,1,4,17
loso_s9,9,20260926,EEGNet,unflagged,2,1,1
loso_s9,9,20260926,EEGNet,unflagged,2,2,40
loso_s9,9,20260926,EEGNet,unflagged,2,3,19
loso_s9,9,20260926,EEGNet,unflagged,2,4,68
loso_s9,9,20260926,EEGNet,unflagged,3,1,1
loso_s9,9,20260926,EEGNet,unflagged,3,2,13
loso_s9,9,20260926,EEGNet,unflagged,3,3,13
loso_s9,9,20260926,EEGNet,unflagged,3,4,103
loso_s9,9,20260926,EEGNet,unflagged,4,1,0
loso_s9,9,20260926,EEGNet,unflagged,4,2,0
loso_s9,9,20260926,EEGNet,unflagged,4,3,3
loso_s9,9,20260926,EEGNet,unflagged,4,4,122
loso_s9,9,20260926,EEGNet,flagged,1,1,6
loso_s9,9,20260926,EEGNet,flagged,1,2,10
loso_s9,9,20260926,EEGNet,flagged,1,3,4
loso_s9,9,20260926,EEGNet,flagged,1,4,6
loso_s9,9,20260926,EEGNet,flagged,2,1,1
loso_s9,9,20260926,EEGNet,flagged,2,2,6
loso_s9,9,20260926,EEGNet,flagged,2,3,2
loso_s9,9,20260926,EEGNet,flagged,2,4,7
loso_s9,9,20260926,EEGNet,flagged,3,1,0
loso_s9,9,20260926,EEGNet,flagged,3,2,2
loso_s9,9,20260926,EEGNet,flagged,3,3,2
loso_s9,9,20260926,EEGNet,flagged,3,4,10
loso_s9,9,20260926,EEGNet,flagged,4,1,0
loso_s9,9,20260926,EEGNet,flagged,4,2,0
loso_s9,9,20260926,EEGNet,flagged,4,3,1
loso_s9,9,20260926,EEGNet,flagged,4,4,18
