condition,subject,seed,true_class,predicted_class,n_trials
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,2,3,52
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,2,4,74
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,3,1,1
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,3,2,6
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,3,3,41
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,3,4,96
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,4,1,0
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,4,2,4
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,4,3,49
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,4,4,91
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,1,1,16
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,1,2,7
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,1,3,83
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,1,4,38
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,2,1,5
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,2,2,18
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,2,3,90
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,2,4,31
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,3,1,7
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,3,2,3
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,3,3,79
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,3,4,55
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,4,1,3
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,4,2,4
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,4,3,87
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,4,4,50
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,1,1,15
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,1,2,10
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,1,3,66
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,1,4,53
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,2,1,7
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,2,2,16
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,2,3,59
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,2,4,62
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,3,1,4
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,3,2,5
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,3,3,35
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,3,4,100
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,4,1,5
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,4,2,5
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,4,3,43
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,4,4,91
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,1,1,87
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,1,2,54
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,1,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,1,4,3
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,2,1,73
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,2,2,71
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,2,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,2,4,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,3,1,80
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,3,2,63
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,3,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,3,4,1
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,4,1,77
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,4,2,59
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,4,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,4,4,8
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,1,1,61
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,1,2,67
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,1,3,5
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,1,4,11
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,2,1,60
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,2,2,68
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,2,3,8
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,2,4,8
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,3,1,38
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,3,2,87
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,3,3,13
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,3,4,6
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,4,1,46
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,4,2,50
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,4,3,8
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,4,4,40
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,1,1,87
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,1,2,53
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,1,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,1,4,4
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,2,1,71
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,2,2,69
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,2,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,2,4,4
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,3,1,77
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,3,2,60
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,3,3,3
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,3,4,4
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,4,1,79
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,4,2,50
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,4,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,4,4,15
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,1,1,112
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,1,2,21
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,1,3,2
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,1,4,9
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,2,1,2
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,2,2,136
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,2,3,1
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,2,4,5
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,3,1,16
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,3,2,94
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,3,3,22
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,3,4,12
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,4,1,6
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,4,2,70
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,4,3,4
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,4,4,64
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,1,1,100
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,1,2,10
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,1,3,14
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,1,4,20
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,2,1,3
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,2,2,129
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,2,3,3
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,2,4,9
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,3,1,11
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,3,2,58
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,3,3,64
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,3,4,11
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,4,1,3
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,4,2,41
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,4,3,18
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,4,4,82
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,1,1,114
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,1,2,7
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,1,3,10
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,1,4,13
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,2,1,2
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,2,2,131
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,2,3,4
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,2,4,7
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,3,1,16
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,3,2,61
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,3,3,53
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,3,4,14
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,4,1,6
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,4,2,59
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,4,3,20
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,4,4,59
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,1,1,97
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,1,2,47
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,1,3,0
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,1,4,0
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,2,1,17
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,2,2,92
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,2,3,8
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,2,4,27
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,3,1,31
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,3,2,28
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,3,3,27
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,3,4,58
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,4,1,36
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,4,2,18
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,4,3,4
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,4,4,86
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,1,1,96
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,1,2,37
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,1,3,5
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,1,4,6
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,2,1,8
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,2,2,62
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,2,3,41
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,2,4,33
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,3,1,13
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,3,2,18
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,3,3,54
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,3,4,59
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,4,1,2
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,4,2,5
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,4,3,11
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,4,4,126
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,1,1,75
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,1,2,47
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,1,3,2
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,1,4,20
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,2,1,4
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,2,2,54
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,2,3,9
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,2,4,77
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,3,1,4
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,3,2,15
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,3,3,29
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,3,4,96
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,4,1,1
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,4,2,3
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,4,3,2
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,4,4,138
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,1,1,126
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,1,2,14
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,1,3,3
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,1,4,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,2,1,44
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,2,2,98
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,2,3,2
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,2,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,3,1,33
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,3,2,9
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,3,3,90
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,3,4,12
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,4,1,38
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,4,2,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,4,3,82
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,4,4,23
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,1,1,94
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,1,2,39
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,1,3,9
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,1,4,2
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,2,1,5
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,2,2,135
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,2,3,4
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,2,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,3,1,14
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,3,2,15
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,3,3,110
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,3,4,5
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,4,1,23
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,4,2,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,4,3,105
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,4,4,15
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,1,1,118
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,1,2,14
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,1,3,12
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,1,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,2,1,33
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,2,2,108
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,2,3,3
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,2,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,3,1,22
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,3,2,9
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,3,3,111
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,3,4,2
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,4,1,14
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,4,2,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,4,3,120
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,4,4,9
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,1,1,115
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,1,2,18
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,1,3,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,1,4,11
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,2,1,96
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,2,2,38
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,2,3,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,2,4,9
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,3,1,77
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,3,2,23
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,3,3,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,3,4,43
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,4,1,101
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,4,2,18
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,4,3,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,4,4,25
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,1,1,11
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,1,2,23
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,1,3,110
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,1,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,2,1,3
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,2,2,40
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,2,3,101
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,2,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,3,1,7
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,3,2,27
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,3,3,102
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,3,4,8
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,4,1,13
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,4,2,23
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,4,3,104
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,4,4,4
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,1,1,32
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,1,2,15
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,1,3,97
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,1,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,2,1,12
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,2,2,32
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,2,3,100
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,2,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,3,1,23
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,3,2,26
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,3,3,94
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,3,4,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,4,1,21
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,4,2,20
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,4,3,102
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,4,4,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,1,1,97
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,1,2,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,1,3,40
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,1,4,6
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,2,1,7
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,2,2,92
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,2,3,37
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,2,4,8
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,3,1,10
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,3,2,10
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,3,3,117
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,3,4,7
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,4,1,3
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,4,2,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,4,3,83
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,4,4,57
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,1,1,118
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,1,2,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,1,3,11
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,1,4,14
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,2,1,25
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,2,2,68
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,2,3,26
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,2,4,25
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,3,1,18
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,3,2,7
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,3,3,103
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,3,4,16
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,4,1,5
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,4,2,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,4,3,51
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,4,4,88
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,1,1,21
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,1,2,10
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,1,3,47
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,1,4,66
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,2,1,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,2,2,90
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,2,3,15
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,2,4,39
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,3,1,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,3,2,14
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,3,3,99
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,3,4,31
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,4,1,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,4,2,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,4,3,31
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,4,4,113
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,1,1,4
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,1,2,78
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,1,3,61
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,1,4,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,2,1,2
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,2,2,119
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,2,3,22
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,2,4,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,3,1,8
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,3,2,36
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,3,3,89
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,3,4,11
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,4,1,1
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,4,2,71
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,4,3,65
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,4,4,7
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,1,1,16
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,1,2,53
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,1,3,75
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,1,4,0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,2,1,2
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,2,2,91
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,2,3,51
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,2,4,0
