condition,subject,seed,balanced_accuracy,accuracy,n_trials,n_classes_present,zero_recall_count,zero_recall_classes,dominant_prediction_share,prediction_entropy_bits,recall_class_1,recall_class_2,recall_class_3,recall_class_4
Q9-E001/MID_8_30,8,20260924,0.5885416666666666,0.5885416666666666,576,4,0,,0.5659722222222222,1.6465877416679868,0.7222222222222222,0.9513888888888888,0.3194444444444444,0.3611111111111111
Q9-E001/MID_8_30,8,20260925,0.6319444444444444,0.6319444444444444,576,4,0,,0.3472222222222222,1.903313005856289,0.4236111111111111,0.8680555555555556,0.6388888888888888,0.5972222222222222
Q9-E001/MID_8_30,8,20260926,0.5069444444444444,0.5069444444444444,576,4,0,,0.6597222222222222,1.383773836515226,0.7222222222222222,0.9791666666666666,0.1527777777777778,0.1736111111111111
Q9-E001/MID_8_30,9,20260924,0.6388888888888888,0.6388888888888888,576,4,0,,0.3350694444444444,1.9492583884631927,0.6944444444444444,0.3888888888888889,0.7222222222222222,0.75
Q9-E001/MID_8_30,9,20260925,0.6163194444444444,0.6163194444444444,576,4,0,,0.3993055555555556,1.9205896327339187,0.7361111111111112,0.4236111111111111,0.4513888888888889,0.8541666666666666
Q9-E001/MID_8_30,9,20260926,0.6024305555555556,0.6024305555555556,576,4,0,,0.5104166666666666,1.7718106715777795,0.625,0.2916666666666667,0.5347222222222222,0.9583333333333334
Q9-E001/MU_8_13,1,20260924,0.5434027777777778,0.5434027777777778,576,4,0,,0.4253472222222222,1.844212570704928,0.8263888888888888,0.5416666666666666,0.5486111111111112,0.2569444444444444
Q9-E001/MU_8_13,1,20260925,0.59375,0.59375,576,4,0,,0.4982638888888889,1.7221852311333001,0.5833333333333334,0.7291666666666666,0.16666666666666666,0.8958333333333334
Q9-E001/MU_8_13,1,20260926,0.5833333333333334,0.5833333333333334,576,4,0,,0.3732638888888889,1.9381035505365352,0.7986111111111112,0.5625,0.5069444444444444,0.4652777777777778
Q9-E001/MU_8_13,2,20260924,0.3315972222222222,0.3315972222222222,576,4,0,,0.5538194444444444,1.5872994852329336,0.6944444444444444,0.3125,0.2638888888888889,0.05555555555555555
Q9-E001/MU_8_13,2,20260925,0.3072916666666667,0.3072916666666667,576,4,0,,0.6875,1.1365845105347459,0.7986111111111112,0.09722222222222222,0.3263888888888889,0.006944444444444444
Q9-E001/MU_8_13,2,20260926,0.2777777777777778,0.2777777777777778,576,4,0,,0.7847222222222222,0.9844907990246191,0.8541666666666666,0.1736111111111111,0.06944444444444445,0.013888888888888888
Q9-E001/MU_8_13,3,20260924,0.6197916666666666,0.6197916666666666,576,4,0,,0.3871527777777778,1.8700734246998518,0.7291666666666666,0.375,0.7291666666666666,0.6458333333333334
Q9-E001/MU_8_13,3,20260925,0.6197916666666667,0.6197916666666666,576,4,0,,0.3993055555555556,1.9146266773949592,0.6527777777777778,0.5486111111111112,0.7361111111111112,0.5416666666666666
