condition,subject,seed,dimension,stratum,n_trials,n_classes_present,balanced_accuracy_observed_classes,accuracy,recall_class_1,recall_class_2,recall_class_3,recall_class_4
Q9-E001/BETA_13_30,5,20260924,session,0train,288,4,0.25,0.25,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,5,20260924,session,1test,288,4,0.25,0.25,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,5,20260925,artifact,False,538,4,0.2538454915915743,0.25092936802973975,0.9924812030075187,0.022900763358778626,0.0,0.0
Q9-E001/BETA_13_30,5,20260925,artifact,True,38,4,0.25,0.2894736842105263,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,5,20260925,session,0train,288,4,0.25,0.25,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,5,20260925,session,1test,288,4,0.2569444444444445,0.2569444444444444,0.9861111111111112,0.041666666666666664,0.0,0.0
Q9-E001/BETA_13_30,5,20260926,artifact,False,538,4,0.25,0.24721189591078066,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,5,20260926,artifact,True,38,4,0.25,0.2894736842105263,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,5,20260926,session,0train,288,4,0.25,0.25,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,5,20260926,session,1test,288,4,0.25,0.25,1.0,0.0,0.0,0.0
Q9-E001/BETA_13_30,6,20260924,artifact,False,434,4,0.28806099179390127,0.2903225806451613,0.027522935779816515,0.11607142857142858,0.13592233009708737,0.8727272727272727
Q9-E001/BETA_13_30,6,20260924,artifact,True,142,4,0.28807356784177085,0.2887323943661972,0.08571428571428572,0.15625,0.2926829268292683,0.6176470588235294
Q9-E001/BETA_13_30,6,20260924,session,0train,288,4,0.2881944444444445,0.2881944444444444,0.041666666666666664,0.1527777777777778,0.18055555555555555,0.7777777777777778
Q9-E001/BETA_13_30,6,20260924,session,1test,288,4,0.2916666666666667,0.2916666666666667,0.041666666666666664,0.09722222222222222,0.18055555555555555,0.8472222222222222
Q9-E001/BETA_13_30,6,20260925,artifact,False,434,4,0.3266570999700398,0.3248847926267281,0.045871559633027525,0.1875,0.4368932038834951,0.6363636363636364
Q9-E001/BETA_13_30,6,20260925,artifact,True,142,4,0.24331702193072352,0.2535211267605634,0.08571428571428572,0.125,0.43902439024390244,0.3235294117647059
Q9-E001/BETA_13_30,6,20260925,session,0train,288,4,0.3125,0.3125,0.08333333333333333,0.18055555555555555,0.5277777777777778,0.4583333333333333
Q9-E001/BETA_13_30,6,20260925,session,1test,288,4,0.3020833333333333,0.3020833333333333,0.027777777777777776,0.16666666666666666,0.3472222222222222,0.6666666666666666
Q9-E001/BETA_13_30,6,20260926,artifact,False,434,4,0.3276915091344035,0.3248847926267281,0.01834862385321101,0.11607142857142858,0.4854368932038835,0.6909090909090909
Q9-E001/BETA_13_30,6,20260926,artifact,True,142,4,0.2942326168272187,0.30985915492957744,0.02857142857142857,0.15625,0.6097560975609756,0.38235294117647056
Q9-E001/BETA_13_30,6,20260926,session,0train,288,4,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.625,0.5972222222222222
Q9-E001/BETA_13_30,6,20260926,session,1test,288,4,0.3090277777777778,0.3090277777777778,0.041666666666666664,0.1388888888888889,0.4166666666666667,0.6388888888888888
Q9-E001/BETA_13_30,7,20260924,artifact,False,548,4,0.31234176099298283,0.31204379562043794,0.5579710144927537,0.4222222222222222,0.12318840579710146,0.145985401459854
Q9-E001/BETA_13_30,7,20260924,artifact,True,28,4,0.4523809523809524,0.4642857142857143,1.0,0.6666666666666666,0.0,0.14285714285714285
Q9-E001/BETA_13_30,7,20260924,session,0train,288,4,0.3402777777777778,0.3402777777777778,0.6527777777777778,0.4583333333333333,0.08333333333333333,0.16666666666666666
Q9-E001/BETA_13_30,7,20260924,session,1test,288,4,0.2986111111111111,0.2986111111111111,0.5,0.4166666666666667,0.1527777777777778,0.125
Q9-E001/BETA_13_30,7,20260925,artifact,False,548,4,0.22294685990338164,0.22445255474452555,0.7681159420289855,0.022222222222222223,0.10144927536231885,0.0
Q9-E001/BETA_13_30,7,20260925,artifact,True,28,4,0.3134920634920635,0.2857142857142857,1.0,0.1111111111111111,0.0,0.14285714285714285
Q9-E001/BETA_13_30,7,20260925,session,0train,288,4,0.23958333333333334,0.23958333333333334,0.875,0.013888888888888888,0.06944444444444445,0.0
Q9-E001/BETA_13_30,7,20260925,session,1test,288,4,0.2152777777777778,0.2152777777777778,0.6805555555555556,0.041666666666666664,0.125,0.013888888888888888
Q9-E001/BETA_13_30,7,20260926,artifact,False,548,4,0.2723429951690821,0.2737226277372263,0.9565217391304348,0.1111111111111111,0.021739130434782608,0.0
Q9-E001/BETA_13_30,7,20260926,artifact,True,28,4,0.3055555555555556,0.2857142857142857,1.0,0.2222222222222222,0.0,0.0
Q9-E001/BETA_13_30,7,20260926,session,0train,288,4,0.2743055555555555,0.2743055555555556,0.9722222222222222,0.1111111111111111,0.013888888888888888,0.0
Q9-E001/BETA_13_30,7,20260926,session,1test,288,4,0.2743055555555555,0.2743055555555556,0.9444444444444444,0.125,0.027777777777777776,0.0
Q9-E001/BETA_13_30,8,20260924,artifact,False,535,4,0.487421337884579,0.4897196261682243,0.2196969696969697,0.48507462686567165,0.43609022556390975,0.8088235294117647
Q9-E001/BETA_13_30,8,20260924,artifact,True,41,4,0.4075757575757576,0.3902439024390244,0.16666666666666666,0.6,0.36363636363636365,0.5
Q9-E001/BETA_13_30,8,20260924,session,0train,288,4,0.48958333333333337,0.4895833333333333,0.25,0.4305555555555556,0.4444444444444444,0.8333333333333334
Q9-E001/BETA_13_30,8,20260924,session,1test,288,4,0.4756944444444445,0.4756944444444444,0.18055555555555555,0.5555555555555556,0.4166666666666667,0.75
Q9-E001/BETA_13_30,8,20260925,artifact,False,535,4,0.5179373015006188,0.5196261682242991,0.3939393939393939,0.8880597014925373,0.13533834586466165,0.6544117647058824
Q9-E001/BETA_13_30,8,20260925,artifact,True,41,4,0.4310606060606061,0.4146341463414634,0.3333333333333333,0.8,0.09090909090909091,0.5
Q9-E001/BETA_13_30,8,20260925,session,0train,288,4,0.5069444444444444,0.5069444444444444,0.3888888888888889,0.8888888888888888,0.16666666666666666,0.5833333333333334
Q9-E001/BETA_13_30,8,20260925,session,1test,288,4,0.5173611111111112,0.5173611111111112,0.3888888888888889,0.875,0.09722222222222222,0.7083333333333334
Q9-E001/BETA_13_30,8,20260926,artifact,False,535,4,0.5114471081226892,0.5121495327102804,0.45454545454545453,0.7985074626865671,0.2706766917293233,0.5220588235294118
Q9-E001/BETA_13_30,8,20260926,artifact,True,41,4,0.4121212121212121,0.4146341463414634,0.4166666666666667,0.8,0.18181818181818182,0.25
Q9-E001/BETA_13_30,8,20260926,session,0train,288,4,0.5034722222222222,0.5034722222222222,0.4861111111111111,0.8472222222222222,0.25,0.4305555555555556
Q9-E001/BETA_13_30,8,20260926,session,1test,288,4,0.5069444444444444,0.5069444444444444,0.4166666666666667,0.75,0.2777777777777778,0.5833333333333334
Q9-E001/BETA_13_30,9,20260924,artifact,False,501,4,0.44915710560625816,0.4431137724550898,0.5084745762711864,0.25,0.046153846153846156,0.992
Q9-E001/BETA_13_30,9,20260924,artifact,True,75,4,0.4325838635049161,0.4666666666666667,0.46153846153846156,0.25,0.07142857142857142,0.9473684210526315
Q9-E001/BETA_13_30,9,20260924,session,0train,288,4,0.4826388888888889,0.4826388888888889,0.6111111111111112,0.2916666666666667,0.041666666666666664,0.9861111111111112
Q9-E001/BETA_13_30,9,20260924,session,1test,288,4,0.4097222222222222,0.4097222222222222,0.3888888888888889,0.20833333333333334,0.05555555555555555,0.9861111111111112
Q9-E001/BETA_13_30,9,20260925,artifact,False,501,4,0.511457728976532,0.5069860279441117,0.5932203389830508,0.1796875,0.3769230769230769,0.896
Q9-E001/BETA_13_30,9,20260925,artifact,True,75,4,0.507554945054945,0.52,0.4230769230769231,0.25,0.35714285714285715,1.0
Q9-E001/BETA_13_30,9,20260925,session,0train,288,4,0.5208333333333334,0.5208333333333334,0.5972222222222222,0.19444444444444445,0.3611111111111111,0.9305555555555556
Q9-E001/BETA_13_30,9,20260925,session,1test,288,4,0.4965277777777778,0.4965277777777778,0.5277777777777778,0.18055555555555555,0.3888888888888889,0.8888888888888888
Q9-E001/BETA_13_30,9,20260926,artifact,False,501,4,0.4771090490547588,0.4750499001996008,0.4491525423728814,0.2734375,0.35384615384615387,0.832
Q9-E001/BETA_13_30,9,20260926,artifact,True,75,4,0.4921649074609601,0.5066666666666667,0.4230769230769231,0.3125,0.2857142857142857,0.9473684210526315
Q9-E001/BETA_13_30,9,20260926,session,0train,288,4,0.5208333333333333,0.5208333333333334,0.5138888888888888,0.3472222222222222,0.3472222222222222,0.875
