fold,subject,seed,stratum,true_label,predicted_label,count,selection_rule,selected_epochs,model
loso_s6,6,20260925,all,3,1,5,mean_rank,15,EEGNet
loso_s6,6,20260925,all,3,2,3,mean_rank,15,EEGNet
loso_s6,6,20260925,all,3,3,19,mean_rank,15,EEGNet
loso_s6,6,20260925,all,3,4,117,mean_rank,15,EEGNet
loso_s6,6,20260925,all,4,1,5,mean_rank,15,EEGNet
loso_s6,6,20260925,all,4,2,2,mean_rank,15,EEGNet
loso_s6,6,20260925,all,4,3,18,mean_rank,15,EEGNet
loso_s6,6,20260925,all,4,4,119,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,1,1,7,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,1,2,2,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,1,3,35,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,1,4,65,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,2,1,1,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,2,2,12,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,2,3,20,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,2,4,79,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,3,1,2,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,3,2,2,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,3,3,11,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,3,4,88,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,4,1,2,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,4,2,1,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,4,3,11,mean_rank,15,EEGNet
loso_s6,6,20260925,unflagged,4,4,96,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,1,1,2,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,1,2,1,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,1,3,7,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,1,4,25,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,2,1,4,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,2,2,2,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,2,3,6,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,2,4,20,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,3,1,3,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,3,2,1,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,3,3,8,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,3,4,29,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,4,1,3,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,4,2,1,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,4,3,7,mean_rank,15,EEGNet
loso_s6,6,20260925,flagged,4,4,23,mean_rank,15,EEGNet
loso_s6,6,20260926,all,1,1,23,mean_rank,15,EEGNet
loso_s6,6,20260926,all,1,2,10,mean_rank,15,EEGNet
loso_s6,6,20260926,all,1,3,92,mean_rank,15,EEGNet
loso_s6,6,20260926,all,1,4,19,mean_rank,15,EEGNet
loso_s6,6,20260926,all,2,1,6,mean_rank,15,EEGNet
loso_s6,6,20260926,all,2,2,29,mean_rank,15,EEGNet
loso_s6,6,20260926,all,2,3,91,mean_rank,15,EEGNet
loso_s6,6,20260926,all,2,4,18,mean_rank,15,EEGNet
loso_s6,6,20260926,all,3,1,6,mean_rank,15,EEGNet
loso_s6,6,20260926,all,3,2,6,mean_rank,15,EEGNet
loso_s6,6,20260926,all,3,3,90,mean_rank,15,EEGNet
loso_s6,6,20260926,all,3,4,42,mean_rank,15,EEGNet
loso_s6,6,20260926,all,4,1,5,mean_rank,15,EEGNet
loso_s6,6,20260926,all,4,2,7,mean_rank,15,EEGNet
loso_s6,6,20260926,all,4,3,95,mean_rank,15,EEGNet
loso_s6,6,20260926,all,4,4,37,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,1,1,16,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,1,2,6,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,1,3,72,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,1,4,15,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,2,1,2,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,2,2,26,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,2,3,68,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,2,4,16,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,3,1,3,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,3,2,3,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,3,3,63,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,3,4,34,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,4,1,2,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,4,2,4,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,4,3,73,mean_rank,15,EEGNet
loso_s6,6,20260926,unflagged,4,4,31,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,1,1,7,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,1,2,4,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,1,3,20,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,1,4,4,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,2,1,4,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,2,2,3,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,2,3,23,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,2,4,2,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,3,1,3,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,3,2,3,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,3,3,27,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,3,4,8,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,4,1,3,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,4,2,3,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,4,3,22,mean_rank,15,EEGNet
loso_s6,6,20260926,flagged,4,4,6,mean_rank,15,EEGNet
loso_s7,7,20260924,all,1,1,85,mean_rank,16,EEGNet
loso_s7,7,20260924,all,1,2,57,mean_rank,16,EEGNet
loso_s7,7,20260924,all,1,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,all,1,4,2,mean_rank,16,EEGNet
loso_s7,7,20260924,all,2,1,74,mean_rank,16,EEGNet
loso_s7,7,20260924,all,2,2,69,mean_rank,16,EEGNet
loso_s7,7,20260924,all,2,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,all,2,4,1,mean_rank,16,EEGNet
loso_s7,7,20260924,all,3,1,77,mean_rank,16,EEGNet
loso_s7,7,20260924,all,3,2,65,mean_rank,16,EEGNet
loso_s7,7,20260924,all,3,3,2,mean_rank,16,EEGNet
loso_s7,7,20260924,all,3,4,0,mean_rank,16,EEGNet
loso_s7,7,20260924,all,4,1,77,mean_rank,16,EEGNet
loso_s7,7,20260924,all,4,2,59,mean_rank,16,EEGNet
loso_s7,7,20260924,all,4,3,1,mean_rank,16,EEGNet
loso_s7,7,20260924,all,4,4,7,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,1,1,82,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,1,2,54,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,1,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,1,4,2,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,2,1,70,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,2,2,64,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,2,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,2,4,1,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,3,1,75,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,3,2,61,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,3,3,2,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,3,4,0,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,4,1,74,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,4,2,57,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,4,3,1,mean_rank,16,EEGNet
loso_s7,7,20260924,unflagged,4,4,5,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,1,1,3,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,1,2,3,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,1,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,1,4,0,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,2,1,4,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,2,2,5,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,2,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,2,4,0,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,3,1,2,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,3,2,4,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,3,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,3,4,0,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,4,1,3,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,4,2,2,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,4,3,0,mean_rank,16,EEGNet
loso_s7,7,20260924,flagged,4,4,2,mean_rank,16,EEGNet
loso_s7,7,20260925,all,1,1,55,mean_rank,16,EEGNet
loso_s7,7,20260925,all,1,2,69,mean_rank,16,EEGNet
loso_s7,7,20260925,all,1,3,9,mean_rank,16,EEGNet
loso_s7,7,20260925,all,1,4,11,mean_rank,16,EEGNet
loso_s7,7,20260925,all,2,1,57,mean_rank,16,EEGNet
loso_s7,7,20260925,all,2,2,67,mean_rank,16,EEGNet
loso_s7,7,20260925,all,2,3,9,mean_rank,16,EEGNet
loso_s7,7,20260925,all,2,4,11,mean_rank,16,EEGNet
loso_s7,7,20260925,all,3,1,50,mean_rank,16,EEGNet
loso_s7,7,20260925,all,3,2,75,mean_rank,16,EEGNet
loso_s7,7,20260925,all,3,3,10,mean_rank,16,EEGNet
loso_s7,7,20260925,all,3,4,9,mean_rank,16,EEGNet
loso_s7,7,20260925,all,4,1,52,mean_rank,16,EEGNet
loso_s7,7,20260925,all,4,2,37,mean_rank,16,EEGNet
loso_s7,7,20260925,all,4,3,7,mean_rank,16,EEGNet
loso_s7,7,20260925,all,4,4,48,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,1,1,53,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,1,2,68,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,1,3,7,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,1,4,10,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,2,1,55,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,2,2,62,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,2,3,9,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,2,4,9,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,3,1,48,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,3,2,72,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,3,3,10,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,3,4,8,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,4,1,51,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,4,2,36,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,4,3,7,mean_rank,16,EEGNet
loso_s7,7,20260925,unflagged,4,4,43,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,1,1,2,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,1,2,1,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,1,3,2,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,1,4,1,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,2,1,2,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,2,2,5,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,2,3,0,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,2,4,2,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,3,1,2,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,3,2,3,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,3,3,0,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,3,4,1,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,4,1,1,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,4,2,1,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,4,3,0,mean_rank,16,EEGNet
loso_s7,7,20260925,flagged,4,4,5,mean_rank,16,EEGNet
loso_s7,7,20260926,all,1,1,77,mean_rank,16,EEGNet
loso_s7,7,20260926,all,1,2,52,mean_rank,16,EEGNet
loso_s7,7,20260926,all,1,3,3,mean_rank,16,EEGNet
loso_s7,7,20260926,all,1,4,12,mean_rank,16,EEGNet
loso_s7,7,20260926,all,2,1,72,mean_rank,16,EEGNet
loso_s7,7,20260926,all,2,2,61,mean_rank,16,EEGNet
loso_s7,7,20260926,all,2,3,0,mean_rank,16,EEGNet
loso_s7,7,20260926,all,2,4,11,mean_rank,16,EEGNet
loso_s7,7,20260926,all,3,1,76,mean_rank,16,EEGNet
loso_s7,7,20260926,all,3,2,46,mean_rank,16,EEGNet
loso_s7,7,20260926,all,3,3,6,mean_rank,16,EEGNet
loso_s7,7,20260926,all,3,4,16,mean_rank,16,EEGNet
loso_s7,7,20260926,all,4,1,71,mean_rank,16,EEGNet
loso_s7,7,20260926,all,4,2,35,mean_rank,16,EEGNet
loso_s7,7,20260926,all,4,3,1,mean_rank,16,EEGNet
loso_s7,7,20260926,all,4,4,37,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,1,1,73,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,1,2,51,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,1,3,3,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,1,4,11,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,2,1,69,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,2,2,56,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,2,3,0,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,2,4,10,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,3,1,73,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,3,2,44,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,3,3,6,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,3,4,15,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,4,1,69,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,4,2,34,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,4,3,1,mean_rank,16,EEGNet
loso_s7,7,20260926,unflagged,4,4,33,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,1,1,4,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,1,2,1,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,1,3,0,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,1,4,1,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,2,1,3,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,2,2,5,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,2,3,0,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,2,4,1,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,3,1,3,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,3,2,2,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,3,3,0,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,3,4,1,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,4,1,2,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,4,2,1,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,4,3,0,mean_rank,16,EEGNet
loso_s7,7,20260926,flagged,4,4,4,mean_rank,16,EEGNet
loso_s8,8,20260924,all,1,1,94,mean_rank,23,EEGNet
loso_s8,8,20260924,all,1,2,17,mean_rank,23,EEGNet
loso_s8,8,20260924,all,1,3,11,mean_rank,23,EEGNet
loso_s8,8,20260924,all,1,4,22,mean_rank,23,EEGNet
loso_s8,8,20260924,all,2,1,1,mean_rank,23,EEGNet
loso_s8,8,20260924,all,2,2,131,mean_rank,23,EEGNet
loso_s8,8,20260924,all,2,3,4,mean_rank,23,EEGNet
loso_s8,8,20260924,all,2,4,8,mean_rank,23,EEGNet
loso_s8,8,20260924,all,3,1,5,mean_rank,23,EEGNet
loso_s8,8,20260924,all,3,2,65,mean_rank,23,EEGNet
loso_s8,8,20260924,all,3,3,47,mean_rank,23,EEGNet
loso_s8,8,20260924,all,3,4,27,mean_rank,23,EEGNet
loso_s8,8,20260924,all,4,1,1,mean_rank,23,EEGNet
loso_s8,8,20260924,all,4,2,57,mean_rank,23,EEGNet
loso_s8,8,20260924,all,4,3,7,mean_rank,23,EEGNet
loso_s8,8,20260924,all,4,4,79,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,1,1,88,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,1,2,16,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,1,3,11,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,1,4,17,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,2,1,1,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,2,2,124,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,2,3,3,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,2,4,6,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,3,1,4,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,3,2,60,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,3,3,43,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,3,4,26,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,4,1,1,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,4,2,54,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,4,3,7,mean_rank,23,EEGNet
loso_s8,8,20260924,unflagged,4,4,74,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,1,1,6,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,1,2,1,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,1,3,0,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,1,4,5,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,2,1,0,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,2,2,7,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,2,3,1,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,2,4,2,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,3,1,1,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,3,2,5,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,3,3,4,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,3,4,1,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,4,1,0,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,4,2,3,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,4,3,0,mean_rank,23,EEGNet
loso_s8,8,20260924,flagged,4,4,5,mean_rank,23,EEGNet
loso_s8,8,20260925,all,1,1,78,mean_rank,23,EEGNet
loso_s8,8,20260925,all,1,2,17,mean_rank,23,EEGNet
loso_s8,8,20260925,all,1,3,25,mean_rank,23,EEGNet
loso_s8,8,20260925,all,1,4,24,mean_rank,23,EEGNet
loso_s8,8,20260925,all,2,1,1,mean_rank,23,EEGNet
loso_s8,8,20260925,all,2,2,128,mean_rank,23,EEGNet
loso_s8,8,20260925,all,2,3,5,mean_rank,23,EEGNet
loso_s8,8,20260925,all,2,4,10,mean_rank,23,EEGNet
loso_s8,8,20260925,all,3,1,5,mean_rank,23,EEGNet
loso_s8,8,20260925,all,3,2,44,mean_rank,23,EEGNet
loso_s8,8,20260925,all,3,3,78,mean_rank,23,EEGNet
loso_s8,8,20260925,all,3,4,17,mean_rank,23,EEGNet
loso_s8,8,20260925,all,4,1,1,mean_rank,23,EEGNet
loso_s8,8,20260925,all,4,2,35,mean_rank,23,EEGNet
loso_s8,8,20260925,all,4,3,22,mean_rank,23,EEGNet
loso_s8,8,20260925,all,4,4,86,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,1,1,73,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,1,2,15,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,1,3,23,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,1,4,21,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,2,1,1,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,2,2,119,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,2,3,5,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,2,4,9,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,3,1,5,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,3,2,39,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,3,3,72,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,3,4,17,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,4,1,1,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,4,2,34,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,4,3,20,mean_rank,23,EEGNet
loso_s8,8,20260925,unflagged,4,4,81,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,1,1,5,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,1,2,2,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,1,3,2,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,1,4,3,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,2,1,0,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,2,2,9,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,2,3,0,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,2,4,1,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,3,1,0,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,3,2,5,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,3,3,6,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,3,4,0,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,4,1,0,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,4,2,1,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,4,3,2,mean_rank,23,EEGNet
loso_s8,8,20260925,flagged,4,4,5,mean_rank,23,EEGNet
loso_s8,8,20260926,all,1,1,97,mean_rank,23,EEGNet
loso_s8,8,20260926,all,1,2,6,mean_rank,23,EEGNet
loso_s8,8,20260926,all,1,3,24,mean_rank,23,EEGNet
loso_s8,8,20260926,all,1,4,17,mean_rank,23,EEGNet
loso_s8,8,20260926,all,2,1,1,mean_rank,23,EEGNet
loso_s8,8,20260926,all,2,2,121,mean_rank,23,EEGNet
loso_s8,8,20260926,all,2,3,13,mean_rank,23,EEGNet
loso_s8,8,20260926,all,2,4,9,mean_rank,23,EEGNet
loso_s8,8,20260926,all,3,1,8,mean_rank,23,EEGNet
loso_s8,8,20260926,all,3,2,24,mean_rank,23,EEGNet
loso_s8,8,20260926,all,3,3,92,mean_rank,23,EEGNet
loso_s8,8,20260926,all,3,4,20,mean_rank,23,EEGNet
loso_s8,8,20260926,all,4,1,3,mean_rank,23,EEGNet
loso_s8,8,20260926,all,4,2,22,mean_rank,23,EEGNet
loso_s8,8,20260926,all,4,3,19,mean_rank,23,EEGNet
loso_s8,8,20260926,all,4,4,100,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,1,1,91,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,1,2,5,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,1,3,23,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,1,4,13,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,2,1,1,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,2,2,114,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,2,3,12,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,2,4,7,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,3,1,8,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,3,2,21,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,3,3,85,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,3,4,19,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,4,1,3,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,4,2,22,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,4,3,17,mean_rank,23,EEGNet
loso_s8,8,20260926,unflagged,4,4,94,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,1,1,6,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,1,2,1,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,1,3,1,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,1,4,4,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,2,1,0,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,2,2,7,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,2,3,1,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,2,4,2,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,3,1,0,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,3,2,3,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,3,3,7,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,3,4,1,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,4,1,0,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,4,2,0,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,4,3,2,mean_rank,23,EEGNet
loso_s8,8,20260926,flagged,4,4,6,mean_rank,23,EEGNet
loso_s9,9,20260924,all,1,1,80,mean_rank,9,EEGNet
loso_s9,9,20260924,all,1,2,57,mean_rank,9,EEGNet
loso_s9,9,20260924,all,1,3,3,mean_rank,9,EEGNet
loso_s9,9,20260924,all,1,4,4,mean_rank,9,EEGNet
loso_s9,9,20260924,all,2,1,9,mean_rank,9,EEGNet
loso_s9,9,20260924,all,2,2,78,mean_rank,9,EEGNet
loso_s9,9,20260924,all,2,3,33,mean_rank,9,EEGNet
loso_s9,9,20260924,all,2,4,24,mean_rank,9,EEGNet
loso_s9,9,20260924,all,3,1,22,mean_rank,9,EEGNet
loso_s9,9,20260924,all,3,2,20,mean_rank,9,EEGNet
loso_s9,9,20260924,all,3,3,59,mean_rank,9,EEGNet
loso_s9,9,20260924,all,3,4,43,mean_rank,9,EEGNet
loso_s9,9,20260924,all,4,1,11,mean_rank,9,EEGNet
loso_s9,9,20260924,all,4,2,10,mean_rank,9,EEGNet
loso_s9,9,20260924,all,4,3,30,mean_rank,9,EEGNet
